11,22,5,27,7,12,35,21,4,26,33,15,8,25,39,16,13,29,28,23,32,14,34,3,10,18,38,30,31,24,20,2,6,37,9,19,17,1,36,0,
38,5,30,16,4,6,19,12,24,39,10,26,1,2,0,28,37,31,3,25,33,8,27,36,22,14,13,18,34,17,15,20,29,21,11,7,9,35,23,32,
39,6,22,7,9,14,33,27,38,11,10,30,13,18,15,37,21,17,29,25,3,35,20,4,1,12,5,31,34,23,32,19,26,28,8,16,0,24,2,36,
32,22,25,9,15,38,0,26,8,12,24,1,31,13,11,20,7,35,34,6,16,23,39,10,4,36,19,29,2,33,28,18,14,5,3,17,21,27,37,30,
35,27,11,24,36,39,8,2,22,21,28,20,25,7,4,38,3,30,23,33,34,18,10,32,29,31,1,19,0,13,16,6,37,26,15,14,12,5,17,9,
31,30,37,17,29,18,32,22,6,26,0,8,7,1,27,25,10,38,9,24,2,39,16,28,15,21,4,3,20,23,11,34,19,13,35,5,14,36,33,12,
28,26,13,36,10,3,35,20,18,29,21,7,30,17,11,39,14,8,6,2,27,1,22,23,0,4,24,38,31,34,9,37,19,25,5,12,33,15,16,32,
15,14,26,32,24,9,12,5,22,6,38,36,1,13,21,18,34,31,10,27,25,39,29,33,16,11,17,19,2,3,4,7,30,0,23,20,35,28,37,8,
35,16,18,1,28,37,34,3,20,9,36,22,23,19,6,31,39,11,17,26,14,13,15,4,7,8,38,32,33,29,5,25,30,10,2,27,21,12,24,0,
23,37,38,16,39,8,18,34,4,36,30,13,27,9,25,28,1,24,15,3,12,31,6,17,35,33,26,32,19,0,7,11,29,10,14,21,20,2,5,22,
39,38,1,31,7,18,32,28,25,27,11,30,29,35,15,37,0,14,34,33,26,17,20,23,5,19,24,13,10,3,21,22,36,16,2,9,8,12,4,6,
13,22,14,18,23,6,15,10,7,39,28,0,24,36,9,33,32,16,2,29,31,25,37,21,12,5,1,30,4,17,19,3,8,20,34,38,11,27,26,35,
33,24,2,20,4,21,37,10,16,13,26,7,12,29,6,1,25,18,17,11,9,0,27,8,35,19,22,15,3,38,34,31,30,23,32,36,28,14,5,39,
35,10,11,23,3,4,21,31,16,28,36,7,17,33,30,24,6,13,18,38,22,34,1,12,39,5,0,14,29,26,15,19,27,25,2,9,20,8,32,37,
34,7,9,2,23,18,5,14,31,32,11,0,38,4,28,21,26,30,22,10,16,17,37,8,6,29,1,25,15,13,12,27,33,19,20,24,35,39,36,3,
11,16,33,13,24,31,4,1,5,26,36,30,10,27,12,3,21,0,15,20,8,28,35,37,29,22,38,23,17,6,19,7,2,32,9,39,25,18,14,34,
25,36,20,16,1,10,15,33,28,31,39,34,22,26,30,12,24,4,14,18,8,35,7,5,3,23,2,19,32,37,38,6,27,13,29,0,11,9,21,17,
27,11,0,36,29,7,26,19,21,12,13,17,15,24,31,39,37,3,20,6,10,2,14,8,23,25,22,38,9,34,35,16,1,28,5,33,32,18,4,30,
28,38,29,15,0,2,25,10,13,18,4,9,17,34,20,7,39,6,31,11,37,23,35,33,1,8,27,24,30,14,32,16,5,26,3,12,22,21,36,19,
33,21,23,22,36,12,7,4,39,9,32,5,1,26,37,27,25,35,20,31,10,13,14,3,29,8,6,0,34,28,15,17,19,18,30,16,24,38,11,2,
17,6,4,0,3,25,12,16,28,38,22,21,19,23,37,8,7,13,18,15,20,24,14,36,34,35,39,11,31,5,27,29,10,1,30,33,32,2,9,26,
33,4,14,2,0,3,16,7,21,17,24,23,20,8,30,10,34,15,12,19,11,6,25,9,36,18,26,5,32,1,27,28,37,13,39,35,38,31,29,22,
16,4,32,12,8,14,27,17,34,10,35,5,3,19,26,13,39,37,22,23,6,33,0,7,28,30,18,9,11,20,38,24,25,31,29,21,36,2,15,1,
10,37,3,0,29,2,31,38,12,28,27,16,1,25,15,30,13,23,33,35,26,24,11,36,6,17,8,20,14,34,7,9,21,19,18,4,32,39,22,5,
36,4,12,19,32,37,39,3,24,15,16,5,26,29,2,6,38,28,0,7,25,10,33,11,23,8,18,1,34,9,27,14,20,30,17,31,13,22,35,21,
35,24,31,3,5,14,23,18,30,13,19,39,26,20,25,17,12,10,16,7,1,37,9,0,15,21,29,6,38,8,28,22,2,27,34,11,36,33,32,4,
3,24,11,35,18,2,19,14,36,12,5,33,27,7,20,1,37,25,17,0,4,6,10,8,39,31,13,23,30,22,21,26,29,38,15,32,28,34,9,16,
38,16,23,1,21,9,26,19,18,29,2,24,31,20,11,32,12,35,25,28,33,14,10,13,15,8,36,3,30,27,37,4,0,34,6,17,7,39,22,5,
7,34,2,28,19,36,17,4,9,3,33,22,13,26,23,18,35,38,1,11,29,10,5,30,12,6,16,15,8,32,31,27,14,24,21,0,25,39,37,20,
10,21,13,32,28,17,33,1,15,22,18,30,38,9,35,8,2,29,39,20,25,24,14,34,0,7,23,3,11,16,31,19,27,37,4,26,12,36,5,6,
11,10,36,23,4,2,35,34,17,39,7,1,32,5,27,22,18,21,19,26,14,15,6,20,24,8,31,16,3,13,25,37,38,33,0,30,9,29,12,28,
29,37,20,9,0,25,12,4,38,26,8,34,27,13,21,32,3,17,6,11,36,22,15,18,5,33,23,31,19,10,30,28,2,1,16,7,35,24,39,14,
19,14,22,11,26,33,0,2,32,5,3,29,36,31,4,12,28,34,9,38,35,37,39,24,15,18,10,1,17,25,16,21,30,8,7,23,27,13,6,20,
31,2,17,16,30,25,7,34,33,0,37,8,32,27,10,38,13,39,18,6,1,26,24,3,14,15,21,20,12,23,28,22,19,11,29,35,36,4,9,5,
32,15,30,24,11,10,3,39,5,26,22,21,31,36,19,23,13,28,4,16,17,27,7,34,2,37,35,6,8,20,14,25,38,18,1,0,29,12,33,9,
5,29,10,7,33,2,38,39,31,19,34,11,8,6,16,4,21,25,27,24,17,12,18,14,20,3,15,9,1,26,22,23,35,37,0,32,13,30,36,28,
34,35,4,28,37,39,12,11,8,14,29,36,19,18,26,15,25,5,0,32,31,33,20,17,21,13,3,24,30,27,38,10,22,16,23,2,9,1,6,7,
34,25,0,27,37,5,19,4,1,36,26,32,2,38,31,8,3,6,13,16,33,12,22,18,30,7,28,35,11,10,24,23,9,17,20,14,21,29,39,15,
35,25,8,22,18,16,32,23,27,36,6,20,28,21,4,9,14,31,39,38,30,37,3,26,24,11,17,7,33,13,15,5,2,29,19,34,1,12,10,0,
27,1,30,37,24,8,5,0,25,21,33,20,13,29,38,19,9,11,7,4,34,12,31,35,6,15,18,17,14,2,10,16,3,32,23,39,36,26,22,28,
24,29,7,4,2,1,3,35,11,26,37,32,19,20,13,0,15,8,9,33,23,28,5,12,38,34,17,6,21,22,25,36,14,18,39,16,10,30,27,31,
34,39,13,21,26,32,6,22,33,11,29,28,4,16,35,8,17,27,12,36,0,10,24,23,15,2,9,31,14,30,1,18,19,3,5,7,38,20,37,25,
14,13,1,29,26,36,30,35,23,25,39,17,0,22,2,11,3,32,16,4,27,5,24,20,9,31,10,6,33,7,15,12,38,37,8,34,21,19,18,28,
20,27,6,17,29,28,30,1,7,13,25,15,24,36,23,0,3,8,22,39,5,31,4,35,10,14,9,37,21,19,26,16,2,38,34,12,32,33,18,11,
10,13,22,20,26,8,34,14,25,38,16,6,28,2,36,11,27,29,0,17,19,31,1,5,4,9,35,33,12,30,15,21,39,37,3,24,32,23,18,7,
32,14,15,31,5,4,9,6,29,30,2,17,8,10,34,24,36,35,21,37,33,20,22,7,26,23,1,25,11,18,27,38,3,39,0,28,19,16,12,13,
5,21,25,33,13,10,20,23,32,38,31,1,19,9,28,15,14,17,8,3,34,24,7,39,12,29,30,4,35,11,27,26,22,2,36,37,0,6,16,18,
14,3,17,26,28,25,35,2,23,1,9,27,39,8,15,34,12,5,20,33,18,19,22,7,0,32,31,10,16,36,6,11,13,29,21,38,37,30,4,24,
0,23,25,13,24,33,15,30,18,31,17,34,35,14,5,27,2,32,37,8,26,36,7,29,12,28,1,22,16,11,6,39,3,9,19,10,20,4,38,21,
18,39,36,32,16,6,14,26,22,5,23,9,3,20,21,25,37,10,7,30,11,38,27,19,4,15,13,31,28,1,35,33,34,17,29,0,8,2,12,24,
26,13,1,30,21,12,3,10,23,34,29,33,15,6,27,17,0,35,16,20,37,2,8,24,5,19,18,28,31,22,36,9,32,39,25,14,7,11,38,4,
30,2,1,29,32,26,9,27,6,34,28,21,25,5,23,12,13,19,11,39,37,14,33,7,18,22,10,35,24,16,0,17,15,20,3,31,8,38,4,36,
0,1,18,26,3,21,34,16,14,17,23,22,33,5,11,4,35,24,13,37,20,32,12,30,7,28,2,29,8,25,31,19,36,15,6,39,10,38,9,27,
37,13,9,38,0,17,15,8,16,34,6,24,21,35,19,20,30,29,26,31,12,22,5,32,2,28,18,1,25,36,23,33,3,10,27,14,39,7,11,4,
32,19,3,11,17,25,16,8,27,14,33,15,26,18,20,31,13,39,2,37,24,34,12,30,6,7,4,1,29,5,38,9,10,22,36,23,28,21,0,35,
24,10,4,22,27,30,12,13,26,18,37,33,5,1,34,9,39,25,8,19,6,38,32,11,20,29,3,16,0,36,7,35,17,31,2,23,28,15,21,14,
9,35,20,1,29,2,26,21,27,38,24,36,5,17,13,6,39,28,11,25,32,22,12,23,0,3,4,33,18,30,16,15,34,37,10,19,14,31,7,8,
38,13,3,29,34,16,11,32,28,27,30,33,2,31,9,22,0,15,39,25,36,4,10,17,37,14,18,7,8,35,12,5,21,19,24,1,23,20,6,26,
5,18,10,1,3,31,24,37,15,33,0,25,26,22,6,27,9,34,17,36,29,20,4,2,8,13,23,35,32,16,21,11,12,39,14,19,30,28,38,7,
31,34,16,7,9,0,26,1,35,17,37,15,25,24,6,38,4,28,10,18,5,27,32,36,2,11,21,13,14,29,23,3,12,30,8,39,19,22,33,20,
3,15,7,35,34,24,38,12,4,16,27,17,6,36,22,21,13,11,2,37,26,10,25,31,20,19,14,1,8,0,23,28,9,39,33,29,30,32,5,18,
