13,3,0,1,47,27,12,6,38,45,22,8,18,44,43,48,26,36,17,30,16,14,29,19,15,31,39,9,32,49,28,42,46,2,41,10,24,33,40,11,20,21,23,34,35,4,5,25,7,37,
45,21,47,4,0,48,22,32,39,9,33,31,44,18,15,19,40,11,34,13,46,28,12,6,3,5,17,29,14,20,36,30,23,10,27,38,41,26,43,24,35,37,49,16,8,42,1,25,7,2,
7,38,18,49,24,2,16,26,15,9,12,48,30,23,8,36,43,10,34,27,39,45,19,21,40,41,42,22,47,17,37,33,3,0,35,5,25,13,31,44,1,11,28,46,20,4,14,6,32,29,
7,31,17,32,39,18,47,21,13,42,2,9,49,38,24,0,19,10,44,15,5,29,25,27,16,37,1,28,8,14,45,33,23,4,20,35,22,26,12,11,46,40,43,34,41,36,6,30,3,48,
22,1,48,10,13,31,27,43,11,47,6,49,8,0,39,7,44,34,9,40,20,45,32,41,37,30,42,21,17,38,5,25,12,33,18,3,35,23,26,14,4,19,16,2,36,46,15,24,29,28,
27,35,15,43,42,11,37,41,9,29,31,17,25,26,32,28,4,10,6,44,22,24,13,16,8,14,12,23,19,5,47,45,46,36,20,33,40,7,30,49,2,1,18,3,34,0,21,38,39,48,
22,1,40,35,38,19,6,10,11,33,8,4,26,13,3,49,37,43,20,28,15,39,21,45,17,2,30,14,0,24,18,34,31,47,29,32,36,23,46,9,44,27,16,5,48,41,25,7,12,42,
5,4,35,15,26,0,46,49,32,33,48,12,36,14,45,28,18,37,17,11,43,9,23,3,25,44,20,38,34,30,39,6,16,10,1,13,47,29,40,24,2,27,42,7,41,19,8,21,22,31,
6,10,11,32,47,18,29,48,34,7,8,43,39,2,0,46,25,28,22,45,31,16,24,9,15,13,14,42,3,35,23,17,49,44,36,26,19,1,27,12,41,20,38,4,30,40,5,37,21,33,
34,3,31,30,5,38,35,18,23,6,7,28,37,16,12,49,14,33,10,36,4,39,45,2,9,32,8,21,47,26,46,17,0,48,22,24,42,41,11,13,19,20,40,25,44,43,1,29,15,27,
23,37,24,0,47,20,45,32,2,48,6,15,44,3,13,8,30,14,1,46,36,38,27,41,25,40,35,43,9,12,19,7,34,33,11,49,22,4,31,18,29,10,26,5,21,42,28,39,17,16,
7,5,10,46,32,14,40,2,23,18,13,21,17,1,19,26,11,36,33,8,37,4,24,3,12,0,42,28,41,43,38,34,29,48,45,27,30,20,31,22,25,16,39,44,35,6,47,49,15,9,
39,37,9,46,47,49,41,13,11,43,27,42,32,45,2,36,6,31,35,0,19,1,29,15,48,44,25,7,21,8,16,3,20,12,28,14,18,4,38,30,10,40,24,33,5,26,22,23,34,17,
25,16,1,42,30,49,9,41,2,3,11,36,13,4,21,26,15,39,0,47,45,24,28,48,38,7,23,34,29,31,18,43,44,19,17,35,27,5,33,46,22,14,10,20,37,8,12,32,6,40,
26,25,22,27,19,21,48,6,31,44,38,11,41,17,40,39,4,42,13,23,20,45,8,10,18,43,35,16,14,30,12,33,46,32,1,15,2,9,37,3,34,36,7,0,5,49,47,28,24,29,
9,3,24,31,40,42,6,10,19,5,45,36,1,49,34,11,41,20,15,27,39,35,48,12,13,37,46,43,4,14,30,26,0,2,38,8,47,7,25,33,22,29,44,17,28,16,21,23,32,18,
24,45,10,25,6,31,38,26,27,13,20,40,36,4,42,5,30,1,14,34,41,29,35,9,2,23,18,16,46,19,3,28,43,48,44,47,7,37,22,39,12,17,32,15,0,21,11,49,33,8,
18,41,5,20,29,32,33,2,25,21,12,3,0,30,27,4,14,17,1,19,34,48,45,36,10,35,38,8,37,31,6,9,49,47,16,40,22,43,26,44,24,28,46,23,15,7,11,42,39,13,
16,33,18,26,1,8,30,13,12,35,48,3,28,15,22,45,6,32,25,14,44,43,34,37,41,47,38,27,24,49,7,0,36,4,40,39,31,42,11,20,10,46,23,21,17,9,29,2,5,19,
1,25,21,16,30,48,13,5,3,6,46,29,45,12,18,2,28,0,31,26,22,7,14,9,17,34,24,44,38,10,4,43,23,15,36,27,33,49,8,32,20,41,39,40,37,35,42,19,11,47,
6,13,10,27,39,47,4,31,1,0,23,11,22,45,40,35,3,32,30,46,33,38,43,8,26,41,29,36,34,17,9,28,48,44,12,15,37,16,24,20,21,14,18,42,5,7,2,49,25,19,
8,25,42,13,19,48,24,2,32,36,44,16,1,7,14,26,21,49,5,22,17,4,46,31,18,38,10,20,6,40,37,11,12,47,3,43,34,45,39,0,27,33,28,30,35,9,15,29,41,23,
5,11,24,12,15,30,29,40,37,28,22,6,23,17,43,39,48,21,27,19,8,42,7,9,44,36,31,25,49,35,18,45,10,47,3,14,13,2,33,32,26,16,1,34,4,41,38,0,20,46,
23,9,29,2,30,1,27,41,22,32,36,35,17,12,31,39,10,37,5,8,6,24,49,34,7,33,45,13,3,15,43,20,42,16,11,4,40,46,0,47,28,21,25,19,38,26,14,44,48,18,
33,21,42,44,8,28,38,16,10,34,40,32,5,47,31,26,39,37,35,48,27,9,11,20,12,49,3,15,29,13,7,14,30,4,43,25,6,17,24,36,45,2,0,18,46,23,1,22,19,41,
35,11,25,16,47,24,40,20,0,8,26,10,33,14,42,32,27,18,39,44,5,46,2,4,17,43,34,36,22,28,23,49,1,13,21,29,15,37,9,6,31,12,38,45,41,7,48,3,19,30,
23,46,49,15,30,44,9,37,5,34,42,28,0,43,1,33,11,2,45,38,19,35,22,4,47,6,40,24,48,29,25,14,8,7,32,36,31,27,18,17,26,41,16,13,21,39,10,12,3,20,
19,36,40,15,47,18,16,14,24,44,39,12,17,2,4,48,30,46,43,7,28,38,41,0,6,1,22,31,33,32,21,8,29,42,23,27,3,20,25,5,49,34,11,35,37,13,45,9,26,10,
30,11,47,34,5,16,23,25,21,40,36,12,45,19,3,35,43,0,42,38,33,31,27,37,29,20,8,49,22,10,46,2,28,15,24,9,48,17,6,1,4,13,14,7,32,41,39,44,26,18,
5,45,26,4,6,38,2,18,20,31,19,13,33,14,34,42,8,35,46,39,36,16,44,29,25,40,0,32,9,21,23,22,10,12,7,28,48,30,1,3,37,24,41,17,11,47,43,27,15,49,
40,31,11,19,25,18,36,20,1,44,13,5,28,39,29,22,17,14,6,34,49,35,15,27,7,21,12,45,3,0,32,38,37,23,48,10,9,8,26,47,46,33,43,4,42,41,16,24,2,30,
44,19,23,17,36,24,39,12,8,37,33,11,31,0,34,13,7,28,43,14,21,6,46,9,16,30,20,2,35,22,25,3,42,1,45,15,48,5,38,29,27,26,4,18,47,41,49,40,32,10,
40,18,14,12,26,24,4,35,3,32,15,5,2,49,46,30,0,13,11,7,44,10,45,28,27,16,25,36,21,47,6,38,20,48,37,31,43,41,22,8,29,1,19,34,42,33,17,39,9,23,
20,25,31,47,43,21,49,36,35,8,2,16,15,28,0,7,29,33,9,18,44,10,34,6,30,11,17,37,14,48,23,39,45,13,4,12,24,26,40,3,22,38,46,19,27,1,32,41,42,5,
3,37,44,0,40,7,9,16,33,23,2,46,29,47,17,5,1,30,32,39,22,26,28,13,6,24,42,20,34,45,36,8,27,18,21,4,41,43,19,11,12,49,10,14,31,48,25,15,35,38,
11,16,38,8,34,2,0,12,30,37,9,3,44,39,7,19,33,4,6,29,40,32,5,26,27,1,13,17,25,18,20,45,43,49,36,22,10,46,24,28,15,21,14,35,41,31,47,42,23,48,
3,33,11,21,40,31,42,2,37,4,41,47,44,16,6,34,1,9,27,28,45,39,13,10,36,5,30,48,18,20,0,24,19,32,12,15,22,8,43,29,14,17,26,7,46,35,49,23,25,38,
48,13,10,31,24,19,44,16,27,25,42,11,30,43,46,49,6,22,34,21,29,32,17,4,41,36,39,5,18,12,37,23,47,15,35,33,0,8,26,3,9,14,38,7,1,40,45,2,28,20,
7,21,25,33,35,13,11,5,36,17,41,27,12,8,24,29,34,1,38,9,42,0,10,45,48,6,3,43,44,26,39,37,15,30,49,28,4,32,23,22,2,19,47,14,18,16,20,31,40,46,
14,16,3,46,17,10,33,20,6,43,15,38,5,45,42,25,4,19,47,44,31,32,37,48,23,21,30,1,0,27,22,26,49,11,13,12,29,2,18,39,34,28,9,40,36,35,8,7,24,41,
20,40,29,41,35,9,26,10,17,31,47,32,1,7,11,8,25,6,4,5,28,16,18,37,33,24,36,3,27,44,30,34,13,45,48,22,46,23,15,39,12,49,19,42,38,43,0,14,2,21,
48,35,9,4,18,25,16,5,34,6,29,11,0,7,31,26,49,42,30,1,3,8,36,38,2,24,44,40,27,41,47,46,13,19,10,33,39,32,20,45,23,22,21,14,12,37,15,17,28,43,
11,10,0,46,41,8,26,17,40,19,5,9,4,42,32,38,49,30,6,36,12,43,15,13,22,29,23,3,39,28,27,33,18,48,45,44,20,16,21,31,25,7,2,34,47,14,1,35,37,24,
31,29,13,28,19,17,41,16,21,5,39,11,7,35,46,48,44,47,18,20,49,32,34,33,9,38,15,3,6,10,12,30,25,40,37,0,36,2,45,26,22,42,14,1,23,24,27,4,43,8,
31,19,4,18,1,40,15,20,27,36,32,41,11,42,0,9,34,21,6,43,10,25,22,46,23,5,49,33,7,2,14,17,44,47,29,48,37,38,3,24,28,39,13,26,8,35,30,12,45,16,
8,31,27,2,10,22,19,0,35,34,7,49,15,39,25,20,36,45,11,3,6,48,32,9,24,12,4,13,1,29,26,23,28,30,38,33,46,14,16,47,17,43,42,44,21,18,40,37,41,5,
28,36,35,14,4,46,13,17,33,12,0,19,3,27,45,31,34,11,22,15,38,48,18,6,7,8,43,1,16,9,2,25,24,5,10,23,37,21,47,41,42,29,26,44,40,20,30,32,39,49,
37,18,47,40,45,29,0,23,36,49,7,5,48,25,15,42,31,11,20,19,2,26,3,46,44,6,14,35,38,43,10,41,34,27,8,21,1,22,4,17,28,39,24,16,30,13,9,32,33,12,
35,32,3,21,11,4,15,12,36,25,2,17,27,7,31,18,48,49,29,41,33,8,40,26,14,45,37,22,23,38,34,28,19,1,47,46,42,24,16,9,6,10,43,44,20,5,30,13,0,39,
25,8,43,12,29,14,0,44,6,3,38,39,17,37,1,22,10,42,21,35,32,34,5,24,30,41,48,11,20,2,13,4,31,27,18,9,47,7,19,23,49,33,40,16,28,45,26,46,15,36,
34,46,39,32,11,19,15,2,3,33,26,13,0,45,21,38,1,7,35,14,10,47,17,36,6,24,9,16,37,18,42,12,44,25,40,4,31,49,20,22,8,30,23,43,28,48,29,27,41,5,
14,29,7,22,18,36,33,24,26,17,44,5,37,48,43,10,20,42,35,41,1,15,8,13,21,49,12,19,0,4,34,46,31,45,9,39,32,27,40,11,3,16,6,38,30,23,2,25,47,28,
9,35,22,17,39,48,41,34,29,30,4,33,42,47,31,14,26,18,3,10,12,7,1,23,37,45,46,0,36,38,49,13,5,44,40,21,27,16,25,11,20,6,8,2,43,24,28,15,32,19,
6,30,34,36,39,26,37,18,46,11,9,20,5,16,22,32,17,28,43,33,4,45,23,40,8,44,49,29,3,21,7,15,27,24,10,25,31,0,14,38,19,42,47,1,13,35,2,41,48,12,
23,4,32,39,0,16,20,19,17,13,35,43,11,14,24,47,1,26,45,30,48,34,49,37,3,15,12,8,7,31,5,46,10,21,9,28,44,27,6,18,41,2,38,40,33,22,42,25,29,36,
40,36,3,43,23,11,15,2,7,9,29,35,1,48,4,49,31,17,5,0,26,32,12,47,24,38,34,27,19,28,8,30,39,42,21,45,37,22,10,16,20,44,18,33,6,13,41,46,25,14,
